	0
C02162	yellow
G13167	blue
K16345	blue
C05756	blue
K07025	blue
K07082	blue
K06438	blue
G10008	blue
C05712	blue
K02244	blue
K07461	blue
C05903	yellow
K02523	blue
C20906	blue
K03839	blue
C09099	blue
K01866	blue
C00112	green
C00121	green
K01962	blue
K03076	blue
K19166	blue
C00217	blue
K01599	blue
K01069	blue
C00009	blue
K07148	blue
K00626	blue
C16832	blue
K02614	blue
C04702	blue
K08600	blue
C02047	blue
K07001	blue
K03424	blue
K03548	blue
K01776	blue
K01662	blue
C21851	blue
K00246	blue
K02047	blue
K08678	blue
K05589	blue
K11050	blue
K00917	blue
C16220	blue
K01807	blue
K06416	blue
K01179	blue
C00509	green
K02426	blue
C01335	blue
C00507	yellow
C02593	yellow
K00848	blue
K03294	blue
K17318	blue
K09925	blue
C01645	blue
K00175	blue
C05974	blue
K02526	blue
C00398	yellow
K15738	blue
K06603	blue
C17549	blue
K06334	blue
K08986	blue
K09999	blue
K19116	blue
K00335	blue
K03737	blue
K06143	blue
K01880	blue
C17217	blue
K16328	blue
K17320	blue
C05844	blue
K21140	blue
K02779	blue
K03625	blue
C20861	blue
K01657	blue
K06920	blue
C21334	blue
K00798	blue
K01104	blue
K02440	blue
C00126	blue
K03709	blue
K06970	blue
