	0
K03673	blue
C01346	blue
K02410	blue
K00648	blue
K10804	blue
K16329	blue
K14187	blue
C03345	blue
K03772	blue
K15916	blue
K02560	blue
K01667	blue
K02904	blue
K22477	blue
C11588	blue
K17734	blue
K17830	blue
C01083	blue
K03265	blue
K14574	blue
K02041	blue
K00265	blue
K03676	blue
C04483	blue
C19878	blue
K00162	blue
K07056	blue
C05762	blue
C14463	blue
K06179	blue
K09895	blue
C04044	blue
K07149	blue
K01483	blue
K03824	blue
K09684	blue
K04023	blue
K02618	blue
C04751	blue
C18076	blue
C22160	blue
K06911	blue
K09702	blue
K11209	blue
C13870	yellow
K00135	blue
K02532	blue
K10010	blue
K07719	blue
K02191	blue
K02363	blue
C21851	blue
K01720	blue
C00508	blue
K01696	blue
K01181	blue
C01212	blue
K04085	blue
K12214	blue
K14084	blue
K19227	blue
K01673	blue
K02499	blue
K04078	blue
K07490	blue
K11735	blue
K15524	blue
K08974	blue
C04479	blue
C06024	blue
C05273	blue
C02962	blue
K01823	blue
K05713	blue
K02011	blue
K10986	blue
K02936	blue
K02991	blue
C00224	blue
K02818	blue
K06140	blue
K18828	blue
K00099	blue
C05838	blue
K17105	blue
K01719	blue
C00087	yellow
K02302	blue
K01693	blue
K04343	blue
K02836	blue
K02948	blue
C00343	blue
K02481	blue
K09859	blue
C03460	blue
K11741	blue
C06021	blue
K07313	blue
C00251	blue
C04121	blue
K01695	blue
C16471	blue
C00161	blue
K00333	blue
C00245	blue
C16688	blue
K01812	blue
C18796	blue
C00642	blue
G13181	blue
C04419	blue
K01058	blue
K02411	blue
K01821	blue
K08600	blue
K01652	blue
C01879	blue
K06395	blue
C00163	green
K07251	blue
K02120	blue
K11935	blue
C00691	blue
C05754	blue
K01356	blue
C04691	blue
K08591	blue
K13043	blue
K00677	blue
K12961	blue
K07780	blue
K01697	blue
C02188	blue
K07250	blue
K03720	blue
K03501	blue
K03312	blue
K03749	blue
K20534	blue
K04477	blue
K14392	blue
C05198	blue
K09457	blue
K14415	blue
K02119	blue
C05726	blue
C02967	blue
K00943	blue
K03409	blue
K06879	blue
K04091	blue
K02855	blue
K07569	blue
K14128	blue
K09951	blue
K03234	blue
C20752	blue
K14588	blue
C02631	blue
K07507	blue
K03182	blue
K00880	blue
K03613	blue
K06214	blue
C00097	green
K21965	blue
C19946	blue
K01195	blue
K02044	blue
C22337	blue
C11540	blue
K01708	blue
K09772	blue
K03568	blue
K07646	blue
K03053	blue
C00267	blue
C00314	yellow
C05729	blue
