	0
C00364	green
G00092	green
K03548	blue
C02047	green
K05813	blue
C20758	blue
K00184	blue
K21064	blue
G00001	yellow
C05489	yellow
K02231	blue
C15503	yellow
K21556	blue
C00344	green
C00352	green
C01272	yellow
C16521	yellow
C00885	green
C06562	yellow
C06024	green
C01219	blue
K19508	blue
K01935	blue
K15599	blue
C06509	blue
C15610	yellow
C06082	yellow
K02057	blue
C00785	green
K01190	blue
C02964	blue
C00387	green
K03092	blue
K01193	blue
K03762	blue
K11927	blue
K06382	blue
C02232	green
C05639	yellow
K03632	blue
K19405	blue
K05988	blue
G00006	yellow
C00105	green
C05634	yellow
K00661	blue
G13034	yellow
K01990	blue
K09158	blue
K07003	blue
C16365	yellow
K03340	blue
K07286	blue
K03221	blue
K05801	blue
G11121	green
K19055	blue
K03466	blue
K17331	blue
K03645	blue
C00178	green
C00455	green
K01624	blue
K12144	blue
C05949	yellow
K00180	blue
C03998	yellow
K04652	blue
K10710	blue
K03551	blue
C05335	green
C12203	yellow
K23004	blue
C05694	yellow
K09779	blue
K03090	blue
K13953	blue
K01847	blue
C05127	yellow
K03545	blue
C16565	green
C05340	yellow
C02737	green
K00615	blue
G02977	yellow
K00549	blue
K02081	blue
K19411	blue
C04409	yellow
K07570	blue
C15800	yellow
K04043	blue
G01391	green
K00969	blue
K09773	blue
K18205	blue
K16153	blue
K07079	blue
K10824	blue
K00164	blue
K13954	blue
C00454	green
C09614	yellow
K03584	blue
C05923	green
K11209	blue
C00490	yellow
K03601	blue
G00056	yellow
K07792	blue
G00016	yellow
K02864	blue
K01273	blue
C05748	green
C00721	green
K01338	blue
K18332	blue
C11831	yellow
C16265	yellow
K01687	blue
K12368	blue
K19689	blue
K10778	blue
K10040	blue
G00112	yellow
C00082	yellow
C06157	green
G00004	yellow
C03765	yellow
C01514	yellow
C06096	yellow
C16322	yellow
C22500	yellow
K00239	blue
C17215	green
K02818	blue
K00847	blue
K00784	blue
C05759	green
K13829	blue
K00008	blue
C21008	green
K02440	blue
C16242	blue
C16615	green
C21171	yellow
C06103	green
C04246	green
C02171	yellow
C06098	yellow
K12137	blue
K02757	blue
C22832	yellow
K07566	blue
K00946	blue
K12952	blue
K01000	blue
C04895	green
C20149	yellow
K01963	blue
